UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL
HS200631-ISEA05,0,0,0
HS200631-ISEA06,0,0,0
HS200631-ISEA07,9,1,10
HS200631-ISEA08,17,1,18
HS200631-ISEA09,11,0,11
HS200631-ISEA10,43,0,43
HS200631-ISEA11,35,0,35
HS200631-ISEA12,14,0,14
HS200631-ISEA13,15,1,16
HS200631-ISEA14,6,0,6
HS200631-ISEA15,0,0,0
HS200631-ISEA16,0,0,0
HS200631-ISEA17,0,0,0
HS200631-ISEA18,0,0,0
HS200631-ISEA19,0,0,0
HS200631-ISEA20,2,0,2
HS200631-ISEA21,1,0,1
HS200631-ISEA22,1,0,1
HS200631-ISEA23,0,0,0
HS200631-ISEA24,0,0,0
HS200631-ISEA25,0,0,0
HS200631-ISEA26,1,0,1
HS200631-ISEA27,0,0,0
HS200631-ISEA28,1,0,1
HS200631-ISEA29,1,0,1
HS200631-ISEA30,0,0,0
HS200631-ISEA31,1,0,1
HS200631-IVI01,1,0,1
HS200631-IVI02,10,0,10
HS200631-IVI03,27,0,27
HS200631-IVI05,0,0,0
HS200631-IVI06,5,0,5
HS200631-IVI07,49,2,51
HS200631-IVI08,114,0,114
HS200631-IVI09,33,0,33
HS200631-IVI10,0,0,0
HS200631-IVI11,25,0,25
HS200631-IVI12,13,0,13
HS200631-IVI13,22,0,22
HS200631-IVI14,31,0,31
HS200631-IVI15,61,0,61
HS200631-IVI16,7,0,7
HS200631-IVI17,2,2,4
HS200631-IVI18,0,4,4
HS200631-IVI19,7,0,7
HS200631-IVI20,1,0,1
HS200631-IVI21,4,0,4
HS200631-IVI22,4,0,4
HS200631-IVI23,10,0,10
HS200631-IVI24,46,0,46
HS200631-IVI25,74,0,74
HS200631-IVI26,332,0,332
HS200631-IVI27,309,0,309
HS200631-IVI28,112,0,112
HS200631-IVI29,25,1,26
HS200631-IVI30,74,0,74
HS200631-IVI31,68,0,68
HS200631-IVI32,33,0,33
HS200631-JF01,3,0,3
HS200631-JF02,1,0,1
HS200631-JF03,4,1,5
HS200631-JF04,13,0,13
HS200631-JF05,10,9,19
HS200631-SEA01,0,0,0
HS200631-SEA02,0,0,0
HS200631-SEA03,0,0,0
HS200631-SEA04,0,0,0
HS200631-SEA05,0,0,0
HS200631-SEA06,0,0,0
HS200631-SEA07,0,0,0
HS200631-T01,7,0,7
HS200631-T02,0,0,0
HS200631-T03,0,0,0
HS200631-T04,0,0,0
HS200631-T05,0,0,0
HS200631-T06,0,0,0
HS200631-T07,0,0,0
HS200631-VI01,3,0,3
HS200631-VI02,0,0,0
HS200631-VI03,4,0,4
HS200631-VI04,99,1,100
HS200631-VI05,40,1,41
HS200631-VI06,10,0,10
HS200631-VI07,12,0,12
HS200631-VI08,1,0,1
HS200631-VI09,0,0,0
HS200631-VI10,0,0,0
HS200631-VI11,0,0,0
HS200709-DE01,0,0,0
HS200709-DE02,0,0,0
HS200709-DE03,0,0,0
HS200709-DE04,1,0,1
HS200709-DE05,0,0,0
HS200709-EP01,7,0,7
HS200709-EP02,4,2,6
HS200709-EP03,12,0,12
HS200709-EP04,3,0,3
HS200709-EP05,0,0,0
HS200709-EP06,0,0,0
HS200709-H01,0,0,0
HS200709-H02,0,0,0
HS200709-H03,0,0,0
HS200709-H04,0,0,0
HS200709-H05,0,0,0
HS200709-H06,0,0,0
HS200709-IBC01,0,0,0
HS200709-IBC02,0,0,0
HS200709-IBC03,0,0,0
HS200709-IBC04,0,0,0
HS200709-IBC05,0,0,0
HS200709-IBC06,0,0,0
HS200709-IBC07,0,0,0
HS200709-IBC08,0,0,0
HS200709-IBC09,0,0,0
HS200709-IBC12,0,0,0
HS200709-IBC13,1,0,1
HS200709-IBC14,0,0,0
HS200709-IBC15,0,0,0
HS200709-IBC16,0,0,0
HS200709-IBC17,0,0,0
HS200709-IBC18,0,0,0
HS200709-IBC19,1,0,1
HS200709-IBC20,0,0,0
HS200709-IBC21,0,0,0
HS200709-ISEA01,1,0,1
HS200709-ISEA02,0,0,0
HS200709-ISEA03,1,0,1
HS200709-ISEA04,0,0,0
HS200709-ISEA05,0,0,0
HS200709-ISEA06,0,0,0
HS200709-ISEA07,0,0,0
HS200709-ISEA08,1,0,1
HS200709-ISEA09,0,0,0
HS200709-ISEA10,1,0,1
HS200709-ISEA11,0,0,0
HS200709-ISEA12,3,0,3
HS200709-ISEA13,0,0,0
HS200709-ISEA14,36,0,36
HS200709-ISEA15,15,0,15
HS200709-ISEA16,1,0,1
HS200709-ISEA17,7,1,8
HS200709-ISEA18,3,0,3
HS200709-ISEA19,0,0,0
HS200709-ISEA20,0,1,1
HS200709-ISEA21,0,0,0
HS200709-ISEA22,0,0,0
HS200709-ISEA23,2,0,2
HS200709-ISEA24,0,0,0
HS200709-ISEA25,5,0,5
HS200709-ISEA26,1,0,1
HS200709-ISEA27,0,0,0
HS200709-ISEA28,0,0,0
HS200709-ISEA29,0,0,0
HS200709-ISEA30,0,0,0
HS200709-ISEA31,0,0,0
HS200709-ISEA32,0,0,0
HS200709-ISEA33,0,0,0
HS200709-ISEA34,0,0,0
HS200709-ISEA35,0,0,0
HS200709-ISEA36,0,0,0
HS200709-ISEA37,0,0,0
HS200709-ISEA38,0,0,0
HS200709-ISEA39,0,0,0
HS200709-ISEA40,0,0,0
HS200709-ISEA41,0,0,0
HS200709-ISEA42,0,0,0
HS200709-ISEA43,0,0,0
HS200709-ISEA44,3,0,3
HS200709-ISEA45,6,0,6
HS200709-IVI01,2,0,2
HS200709-IVI02,1,0,1
HS200709-IVI03,10,0,10
HS200709-IVI04,1,0,1
HS200709-IVI05,0,0,0
HS200709-IVI06,0,0,0
HS200709-IVI07,0,0,0
HS200709-IVI08,0,0,0
HS200709-IVI09,0,0,0
HS200709-IVI10,0,0,0
HS200709-IVI11,5,0,5
HS200709-IVI12,1,0,1
HS200709-IVI13,6,0,6
HS200709-IVI14,4,0,4
HS200709-IVI15,2,0,2
HS200709-IVI16,48,0,48
HS200709-IVI17,2,0,2
HS200709-IVI18,7,0,7
HS200709-IVI19,2,0,2
HS200709-IVI20,0,0,0
HS200709-IVI21,2,0,2
HS200709-IVI22,103,1,104
HS200709-IVI23,25,0,25
HS200709-IVI24,7,0,7
HS200709-IVI25,27,0,27
HS200709-IVI26,34,0,34
HS200709-JF01,0,0,0
HS200709-JF02,4,2,6
HS200709-JF03,16,1,17
HS200709-JF04,10,2,12
HS200709-JF05,26,1,27
HS200709-VI01,13,3,16
HS200709-VI02,9,0,9
HS200709-VI03,1,0,1
HS200709-VI04,1,0,1
HS200709-VI05,0,0,0
HS200709-VI06,3,0,3
HS200742-B01,1,0,1
HS200742-B02,0,2,2
HS200742-B03,1,3,4
HS200742-B04,3,0,3
HS200742-B05,0,1,1
HS200742-B06,1,3,4
HS200742-B07,0,2,2
HS200742-B08,0,1,1
HS200742-DE01,0,1,1
HS200742-DE02,0,1,1
HS200742-DE03,0,2,2
HS200742-DE04,0,0,0
HS200742-DE05,0,0,0
HS200742-DE06,0,0,0
HS200742-EP01,10,8,18
HS200742-EP02,6,5,11
HS200742-EP03,2,10,12
HS200742-EP04,1,0,1
HS200742-EP05,0,0,0
HS200742-EP06,1,0,1
HS200742-EP07,0,0,0
HS200742-FI02,0,0,0
HS200742-FI03,2,0,2
HS200742-FI05,1,0,1
HS200742-FI06,1,1,2
HS200742-FI07,0,3,3
HS200742-FI08,0,2,2
HS200742-H01,2,0,2
HS200742-H02,2,0,2
HS200742-H03,1,2,3
HS200742-H04,3,2,5
HS200742-H05,3,0,3
HS200742-H06,1,0,1
HS200742-H07,2,1,3
HS200742-HS01,7,0,7
HS200742-HS03,8,1,9
HS200742-HS04,7,0,7
HS200742-HS05,7,0,7
HS200742-HS06,3,2,5
HS200742-IVI01,6,2,8
HS200742-IVI02,2,3,5
HS200742-IVI03,0,1,1
HS200742-IVI04,0,0,0
HS200742-IVI05,0,0,0
HS200742-IVI06,0,0,0
HS200742-IVI07,0,0,0
HS200742-JF01,0,0,0
HS200742-JF02,0,2,2
HS200742-JF03,1,2,3
HS200742-JF04,3,2,5
HS200742-JF05,1,15,16
HS200742-JF06,2,96,98
HS200742-JF07,0,0,0
HS200742-QCI01,7,1,8
HS200742-QCI02,1,2,3
HS200742-QCI03,0,1,1
HS200742-QCI04,6,2,8
HS200742-QCI05,2,0,2
HS200742-QCI06,6,0,6
HS200742-QCI07,3,0,3
HS200742-QCI09,0,1,1
HS200742-QCI10,7,0,7
HS200742-QCI11,5,0,5
HS200742-T01,0,0,0
HS200742-T02,0,0,0
HS200742-T03,0,0,0
HS200742-T04,0,1,1
HS200742-T05,0,2,2
HS200742-T06,1,0,1
HS200742-T07,0,1,1
HS200742-T08,0,2,2
HS200742-VI01,0,8,8
HS200742-VI02,1,22,23
HS200742-VI03,0,12,12
HS200742-VI04,1,4,5
HS200742-VI05,2,7,9
HS200742-VI06,3,7,10
HS200742-VI07,0,7,7
HS200742-VI08,3,2,5
HS200742-VI09,0,1,1
HS200742-VI10,0,2,2
HS200742-VI12,2,0,2
HS200742-VI13,5,6,11
HS200742-VI14,2,10,12
HS200742-VI15,1,3,4
HS200742-VI16,0,1,1
HS200742-VI17,4,5,9
HS200742-VI18,4,2,6
HS200742-VI19,1,5,6
HS200742-VI20,3,3,6
HS200742-VI22,4,4,8
HS200742-VI23,0,4,4
HS200742-VI24,6,10,16
HS200742-VI25,1,1,2
HS200742-VI26,0,4,4
HS200742-VI27,0,1,1
HS200742-VI28,3,0,3
HS200742-VI30,5,2,7
HS200742-VI31,2,0,2
HS200742-VI32,2,1,3
HS200742-VI33,1,1,2
HS200742-VI34,0,1,1
HS200765-IBC10,0,0,0
HS200765-IBC11,1,0,1
HS200765-IBC12,1,0,1
HS200765-IBC13,10,0,10
HS200765-IBC14,3,0,3
HS200765-IBC15,9,0,9
HS200765-IBC16,10,0,10
HS200765-IBC17,5,0,5
HS200765-IBC18,12,0,12
HS200765-IBC19,11,0,11
HS200765-IBC20,3,0,3
HS200765-IBC21,0,0,0
HS200765-IBC22,4,0,4
HS200765-IBC23,1,0,1
HS200765-IBC24,7,2,9
HS200765-IBC25,3,0,3
HS200765-IBC26,2,1,3
HS200765-IBC27,0,0,0
HS200765-IBC28,0,0,0
HS200765-IBC29,0,0,0
HS200765-DE01,0,0,0
HS200765-DE02,0,0,0
HS200765-DE03,0,0,0
HS200765-DE04,0,0,0
HS200765-DE05,0,0,0
HS200765-DE06,0,0,0
HS200765-DE07,0,0,0
HS200765-EP01,1,0,1
HS200765-EP02,0,0,0
HS200765-EP03,0,0,0
HS200765-EP04,0,0,0
HS200765-EP05,0,0,0
HS200765-EP05B,0,0,0
HS200765-EP06,0,1,1
HS200765-EP06B,0,0,0
HS200765-EP07,0,0,0
HS200765-FI01,0,0,0
HS200765-FI02,0,0,0
HS200765-FI03,0,0,0
HS200765-FI04,0,0,0
HS200765-FI05,0,0,0
HS200765-FI06,0,0,0
HS200765-H01,0,0,0
HS200765-H02,0,0,0
HS200765-H03,1,0,1
HS200765-H04,0,0,0
HS200765-H05,0,0,0
HS200765-H06,0,0,0
HS200765-IBC01,2,0,2
HS200765-IBC02,3,0,3
HS200765-IBC03,1,0,1
HS200765-IBC04,0,0,0
HS200765-IBC05,0,0,0
HS200765-IBC06,0,0,0
HS200765-IBC07,0,0,0
HS200765-IBC08,6,0,6
HS200765-IBC09,0,0,0
HS200765-IBC30,2,2,4
HS200765-IBC31,7,0,7
HS200765-IBC32,1,0,1
HS200765-IBC33,1,0,1
HS200765-IBC34,0,0,0
HS200765-IBC35,1,0,1
HS200765-IBC36,6,0,6
HS200765-IBC37,0,0,0
HS200765-IBC38,4,0,4
HS200765-IBC39,7,2,9
HS200765-IBC40,8,0,8
HS200765-IBC41,0,0,0
HS200765-IBC42,0,0,0
HS200765-IBC43,0,0,0
HS200765-IBC44,0,0,0
HS200765-IBC45,0,0,0
HS200765-IBC46,0,0,0
HS200765-IBC47,0,0,0
HS200765-IBC48,0,0,0
HS200765-IBC49,2,0,2
HS200765-IBC50,0,0,0
HS200765-IBC51,0,0,0
HS200765-IBC52,0,0,0
HS200765-IBC53,0,0,0
HS200765-IBC54,14,1,15
HS200765-IBC55,41,0,41
HS200765-IBC56,3,0,3
HS200765-IBC57,7,0,7
HS200765-ISEA01,16,0,16
HS200765-ISEA02,2,0,2
HS200765-ISEA03,1,0,1
HS200765-ISEA04,5,0,5
HS200765-ISEA05,9,2,11
HS200765-ISEA06,11,0,11
HS200765-ISEA07,34,0,34
HS200765-ISEA08,43,0,43
HS200765-ISEA09,9,2,11
HS200765-ISEA10,10,0,10
HS200765-ISEA11,15,0,15
HS200765-ISEA12,2,0,2
HS200765-ISEA13,0,0,0
HS200765-ISEA14,7,0,7
HS200765-ISEA15,13,0,13
HS200765-IVI01,0,0,0
HS200765-IVI02,0,0,0
HS200765-IVI03,10,0,10
HS200765-IVI04,24,0,24
HS200765-IVI05,16,0,16
HS200765-IVI06,4,0,4
HS200765-IVI07,13,0,13
HS200765-IVI08,7,0,7
HS200765-IVI10,40,0,40
HS200765-IVI11,15,0,15
HS200765-IVI13,44,0,44
HS200765-IVI14,12,0,12
HS200765-IVI15,0,0,0
HS200765-IVI16,0,0,0
HS200765-IVI17,9,0,9
HS200765-IVI18,8,0,8
HS200765-IVI19,32,0,32
HS200765-IVI20,73,2,75
HS200765-IVI21,111,0,111
HS200765-IVI22,183,0,183
HS200765-IVI23,38,0,38
HS200765-IVI24,36,0,36
HS200765-IVI25,6,0,6
HS200765-IVI26,18,0,18
HS200765-IVI27,14,0,14
HS200765-IVI28,2,0,2
HS200765-IVI29,2,0,2
HS200765-JF01,1,0,1
HS200765-JF02,0,0,0
HS200765-JF03,0,0,0
HS200765-JF04,0,0,0
HS200765-JF05,1,0,1
HS200765-JF06,2,1,3
HS200765-JF07,1,0,1
HS200765-VI01,0,0,0
HS200765-VI02,0,0,0
HS200765-VI03,0,0,0
HS200765-VI04,0,0,0
HS200765-VI05,0,0,0
HS200765-VI06,0,0,0
HS200765-VI07,0,0,0
HS200765-VI08,0,0,0
HS200765-VI09,0,0,0
HS200765-VI10,0,0,0
HS200765-VI11,0,0,0
HS200765-VI12,0,0,0
HS200765-VI13,0,0,0
HS200765-VI14,2,0,2
HS200765-VI15,0,0,0
HS200765-VI16,0,0,0
HS200765-VI17,0,0,0
HS200765-VI18,0,0,0
HS200765-VI19,0,0,0
HS200765-VI20,0,0,0
HS200765-VI21,0,0,0
HS200765-VI22,0,0,0
HS200765-VI23,0,0,0
HS200765-VI24,0,0,0
HS200812-EP01,2,0,2
HS200812-EP02,0,0,0
HS200812-EP03,3,0,3
HS200812-EP04,1,0,1
HS200812-EP05,1,0,1
HS200812-EP06,0,0,0
HS200812-EP07,0,0,0
HS200812-GS01,0,0,0
HS200812-GS02,1,0,1
HS200812-GS03,0,0,0
HS200812-GS04,0,0,0
HS200812-GS05,1,0,1
HS200812-GS06,0,0,0
HS200812-GS07,1,0,1
HS200812-GS08,0,0,0
HS200812-GS09,0,0,0
HS200812-GS10,1,0,1
HS200812-GS11,0,0,0
HS200812-GS12,0,0,0
HS200812-GS13,1,0,1
HS200812-GS14,0,0,0
HS200812-GS15,0,0,0
HS200812-GS16,0,0,0
HS200812-GS17,0,0,0
HS200812-GS18,0,0,0
HS200812-GS19,0,0,0
HS200812-GS20,0,0,0
HS200812-GS21,0,0,0
HS200812-GS22,0,0,0
HS200812-GS23,0,0,0
HS200812-GS24,0,0,0
HS200812-GS25,0,0,0
HS200812-GS26,0,0,0
HS200812-GS27,0,0,0
HS200812-GS28,0,0,0
HS200812-GS29,0,0,0
HS200812-GS30,0,0,0
HS200812-GS31,0,0,0
HS200812-GS32,0,0,0
HS200812-GS33,0,1,1
HS200812-GS34,0,0,0
HS200812-GS35,0,0,0
HS200812-GS36,0,0,0
HS200812-GS37,0,0,0
HS200812-GS38,0,0,0
HS200812-GS39,0,0,0
HS200812-GS40,0,0,0
HS200812-GS41,0,0,0
HS200812-GS42,0,0,0
HS200812-GS43,2,0,2
HS200812-GS44,0,0,0
HS200812-GS45,0,0,0
HS200812-GS46,0,0,0
HS200812-GS47,0,0,0
HS200812-GS48,1,0,1
HS200812-GS49,1,1,2
HS200812-GS50,0,0,0
HS200812-GS51,0,1,1
HS200812-IBC01,0,0,0
HS200812-IBC02,0,0,0
HS200812-IBC03,0,0,0
HS200812-IBC04,0,0,0
HS200812-IBC05,1,0,1
HS200812-IBC06,1,0,1
HS200812-IBC07,0,0,0
HS200812-IBC08,0,1,1
HS200812-IBC09,0,0,0
HS200812-IBC10,0,0,0
HS200812-IBC11,0,0,0
HS200812-IBC12,0,0,0
HS200812-IBC13,0,0,0
HS200812-IBC14,0,0,0
HS200812-IBC15,0,0,0
HS200812-IBC16,0,0,0
HS200812-IBC17,0,0,0
HS200812-IBC18,1,0,1
HS200812-IBC19,0,0,0
HS200812-IBC20,0,0,0
HS200812-IVI01,4,1,5
HS200812-IVI02,2,1,3
HS200812-IVI03,8,0,8
HS200812-IVI04,0,0,0
HS200812-IVI05,0,0,0
HS200812-IVI06,0,0,0
HS200812-IVI07,2,1,3
HS200812-IVI08,6,2,8
HS200812-IVI09,12,0,12
HS200812-IVI10,0,1,1
HS200812-IVI11,0,0,0
HS200812-IVI12,0,0,0
HS200812-IVI13,0,0,0
HS200812-IVI14,2,0,2
HS200812-IVI15,23,0,23
HS200812-IVI16,20,4,24
HS200812-IVI17,16,2,18
HS200812-IVI18,0,0,0
HS200812-IVI19,0,0,0
HS200812-IVI20,0,0,0
HS200812-IVI21,0,0,0
HS200812-IVI22,0,0,0
HS200812-IVI23,2,0,2
HS200812-IVI24,5,0,5
HS200812-IVI25,0,0,0
HS200812-IVI26,0,0,0
HS200812-IVI27,1,0,1
HS200812-IVI28,0,0,0
HS200812-IVI29,0,0,0
HS200812-IVI30,0,0,0
HS200812-IVI31,0,0,0
HS200812-IVI32,2,0,2
HS200812-IVI33,0,0,0
HS200812-JF01,0,0,0
HS200812-JF02,0,0,0
HS200812-JF03,0,0,0
HS200812-JF04,0,0,0
HS200812-JF05,10,1,11
HS200812-JF06,0,2,2
HS200812-PS01,0,0,0
HS200812-PS05,0,0,0
HS200812-PS06,9,0,9
HS200812-PS07,0,5,5
HS200812-PS08,3,0,3
HS200812-PS09,0,0,0
HS200812-PS10,0,0,0
HS200812-PS11,0,0,0
HS200812-PS12,0,0,0
HS200812-PS13,0,0,0
HS200812-PS14,0,0,0
HS200812-PS15,0,0,0
HS200812-T02,0,0,0
HS200812-T03,0,0,0
HS200812-T04,0,0,0
HS200812-T05,0,0,0
HS200812-T06,2,0,2
HS200812-T07,0,0,0
HS200812-T08,0,0,0
HS200812-VI01,0,0,0
HS200812-VI02,0,0,0
HS200812-VI03,5,0,5
HS200812-VI04,18,0,18
HS200812-VI05,0,0,0
HS200812-VI06,0,0,0
HS200812-VI07,0,0,0
HS200812-VI08,0,0,0
HS200812-VI09,0,0,0
HS200812-VI10,1,0,1
HS200812-VI11,3,0,3
HS200812-VI12,2,0,2
HS200814-D01,0,2,2
HS200814-D04,0,0,0
HS200814-D05,0,0,0
HS200814-D06,1,1,2
HS200814-D07,0,0,0
HS200814-DE04,0,0,0
HS200814-DE05,0,0,0
HS200814-DE06,0,0,0
HS200814-DT01,1,1,2
HS200814-DT02,1,5,6
HS200814-DT03,0,0,0
HS200814-DT04,0,1,1
HS200814-DT05,0,2,2
HS200814-DT06,1,1,2
HS200814-DT07,0,3,3
HS200814-EP01,25,0,25
HS200814-EP02,45,8,53
HS200814-EP03,29,8,37
HS200814-EP04,10,10,20
HS200814-EP05,5,5,10
HS200814-EP06,0,0,0
HS200814-EP07,0,0,0
HS200814-EP08,0,0,0
HS200814-H02,0,0,0
HS200814-H03,0,0,0
HS200814-H04,0,1,1
HS200814-H05,0,0,0
HS200814-H06,0,0,0
HS200814-H07,1,0,1
HS200814-H08,0,0,0
HS200814-HS01,1,0,1
HS200814-HS02,1,0,1
HS200814-HS03,1,0,1
HS200814-HS04,1,1,2
HS200814-HS05,12,2,14
HS200814-HS06,1,0,1
HS200814-IVI01,1,2,3
HS200814-IVI02,4,5,9
HS200814-IVI03,6,12,18
HS200814-IVI04,0,2,2
HS200814-JF01,0,0,0
HS200814-JF02,0,0,0
HS200814-JF03,0,0,0
HS200814-JF04,0,0,0
HS200814-JF05,0,0,0
HS200814-JF06,1,0,1
HS200814-QCI01,0,0,0
HS200814-QCI02,0,4,4
HS200814-QCI03,0,2,2
HS200814-QCI04,0,1,1
HS200814-QCI05,0,0,0
HS200814-QCI06,0,1,1
HS200814-QCI07,1,4,5
HS200814-QCI08,1,0,1
HS200814-QCI09,0,3,3
HS200814-QCI10,0,1,1
HS200814-QCI11,0,0,0
HS200814-QCI12,2,0,2
HS200814-QCI13,1,7,8
HS200814-QCI14,3,2,5
HS200814-QCI15,2,0,2
HS200814-QCI16,0,0,0
HS200814-QCI17,0,2,2
HS200814-QCI18,0,0,0
HS200814-QCI19,0,0,0
HS200814-QCI20,0,0,0
HS200814-QCI21,0,0,0
HS200814-QCI22,0,0,0
HS200814-QCI23,0,0,0
HS200814-QCSD01,0,0,0
HS200814-T01,0,0,0
HS200814-T02,0,0,0
HS200814-T03,0,0,0
HS200814-T04,0,0,0
HS200814-T05,1,0,1
HS200814-T06,54,1,55
HS200814-T07,18,0,18
HS200814-T08,0,0,0
HS200814-VI01,1,2,3
HS200814-VI02,0,16,16
HS200814-VI03,23,1,24
HS200814-VI04,19,32,51
HS200814-VI05,9,11,20
HS200814-VI06,2,8,10
HS200814-VI07,62,1,63
HS200814-VI08,0,0,0
HS200814-VI09,0,0,0
HS200814-VI10,6,0,6
HS200814-VI11,11,1,12
HS200814-VI12,48,16,64
HS200814-VI13,30,21,51
HS200814-VI14,2,3,5
HS200814-VI15,0,0,0
HS200814-VI16,1,6,7
HS200814-VI17,31,5,36
HS200814-VI18,19,8,27
HS200814-VI19,17,6,23
HS200814-VI20,53,12,65
HS200814-VI21,51,1,52
HS200814-VI22,43,4,47
HS200814-VI23,75,6,81
HS200814-VI24,26,1,27
HS200814-VI25,1,0,1
HS200814-VI26,0,0,0
HS200814-VI27,0,2,2
HS200814-VI28,74,1,75
HS200815-B01,0,0,0
HS200815-B02,0,0,0
HS200815-B03,0,0,0
HS200815-B04,0,0,0
HS200815-B05,0,0,0
HS200815-B06,0,0,0
HS200815-B07,0,0,0
HS200815-B08,0,0,0
HS200815-DE01,1,0,1
HS200815-DE02,5,0,5
HS200815-DE03,0,0,0
HS200815-DE04,1,0,1
HS200815-DE05,2,1,3
HS200815-DE06,0,0,0
HS200815-EP04,0,0,0
HS200815-EP05,0,0,0
HS200815-EP06,0,0,0
HS200815-EP07,0,0,0
HS200815-FI01,0,0,0
HS200815-FI02,1,0,1
HS200815-FI03,1,0,1
HS200815-FI04,3,0,3
HS200815-FI05,0,0,0
HS200815-FI06,0,0,0
HS200815-FI07,0,0,0
HS200815-FI08,0,0,0
HS200815-GS01,0,0,0
HS200815-GS02,0,0,0
HS200815-GS03,1,0,1
HS200815-GS04,1,0,1
HS200815-GS05,0,0,0
HS200815-GS06,0,0,0
HS200815-GS07,3,0,3
HS200815-GS11,0,0,0
HS200815-GS12,0,0,0
HS200815-GS13,0,0,0
HS200815-GS15,1,0,1
HS200815-GS16,0,0,0
HS200815-GS17,1,0,1
HS200815-GS18,0,0,0
HS200815-GS19,1,0,1
HS200815-GS20,0,0,0
HS200815-H01,0,0,0
HS200815-H02,0,0,0
HS200815-H03,0,0,0
HS200815-H04,0,0,0
HS200815-H05,0,0,0
HS200815-H06,0,0,0
HS200815-IBC01,0,0,0
HS200815-IBC02,32,0,32
HS200815-IBC03,13,0,13
HS200815-IBC04,11,1,12
HS200815-IBC05,9,0,9
HS200815-IBC06,0,0,0
HS200815-IBC07,2,0,2
HS200815-IBC08,2,2,4
HS200815-IBC09,4,0,4
HS200815-IBC10,27,0,27
HS200815-IBC11,0,0,0
HS200815-IBC12,1,0,1
HS200815-IBC13,0,0,0
HS200815-IBC14,0,0,0
HS200815-IBC15,0,0,0
HS200815-IBC16,2,0,2
HS200815-IBC17,3,0,3
HS200815-IBC18,2,0,2
HS200815-IBC19,2,0,2
HS200815-IBC20,2,0,2
HS200815-IBC21,63,0,63
HS200815-IBC22,8,0,8
HS200815-IBC23,0,0,0
HS200815-IBC24,1,0,1
HS200815-IBC25,7,0,7
HS200815-IBC26,16,0,16
HS200815-ISEA01,4,1,5
HS200815-ISEA02,1,0,1
HS200815-ISEA03,0,0,0
HS200815-ISEA04,0,0,0
HS200815-ISEA05,1,0,1
HS200815-ISEA06,6,0,6
HS200815-ISEA07,2,0,2
HS200815-ISEA08,68,2,70
HS200815-ISEA09,35,0,35
HS200815-ISEA10,62,0,62
HS200815-ISEA11,11,0,11
HS200815-ISEA12,0,0,0
HS200815-ISEA13,0,0,0
HS200815-ISEA14,0,0,0
HS200815-ISEA15,0,0,0
HS200815-ISEA16,0,0,0
HS200815-ISEA17,0,0,0
HS200815-ISEA18,0,0,0
HS200815-ISEA19,0,0,0
HS200815-ISEA20,0,0,0
HS200815-ISEA21,63,0,63
HS200815-ISEA22,0,0,0
HS200815-ISEA23,0,0,0
HS200815-ISEA24,0,0,0
HS200815-ISEA25,0,0,0
HS200815-ISEA26,0,0,0
HS200815-ISEA27,0,0,0
HS200815-ISEA28,3,3,6
HS200815-ISEA29,0,1,1
HS200815-ISEA30,0,0,0
HS200815-ISEA31,0,0,0
HS200815-ISEA32,0,0,0
HS200815-ISEA33,0,0,0
HS200815-ISEA34,0,0,0
HS200815-ISEA35,0,0,0
HS200815-ISEA36,0,0,0
HS200815-ISEA37,3,0,3
HS200815-IVI01,12,0,12
HS200815-IVI02,22,0,22
HS200815-IVI03,1,0,1
HS200815-IVI04,40,0,40
HS200815-IVI05,0,0,0
HS200815-IVI06,5,0,5
HS200815-IVI07,71,0,71
HS200815-IVI08,4,0,4
HS200815-IVI09,1,0,1
HS200815-IVI10,5,0,5
HS200815-IVI11,3,0,3
HS200815-IVI12,48,0,48
HS200815-IVI13,5,0,5
HS200815-IVI14,11,0,11
HS200815-IVI15,14,0,14
HS200815-IVI16,101,0,101
HS200815-IVI17,36,0,36
HS200815-IVI18,176,0,176
HS200815-IVI19,46,0,46
HS200815-IVI20,0,0,0
HS200815-IVI21,4,0,4
HS200815-IVI22,14,0,14
HS200815-JF01,7,1,8
HS200815-JF02,0,0,0
HS200815-JF03,0,0,0
HS200815-JF04,1,0,1
HS200815-JF05,6,0,6
HS200815-JF06,2,0,2
HS200815-JF07,3,0,3
HS200815-JS01,2,0,2
HS200815-JS02,0,0,0
HS200815-JS03,1,0,1
HS200815-QCST01,9,0,9
HS200815-QCST02,1,0,1
HS200815-QCST03,0,0,0
HS200815-QCST04,1,0,1
HS200815-T01,0,0,0
HS200815-T02,0,0,0
HS200815-T03,0,0,0
HS200815-T04,0,0,0
HS200815-VI01,0,0,0
HS200815-VI02,0,0,0
HS200815-VI03,21,0,21
HS200815-VI04,2,0,2
HS200815-VI05,3,0,3
HS200815-VI06,0,0,0
HS200901-DE01,0,0,0
HS200901-DE02,0,0,0
HS200901-DE03,0,0,0
HS200901-DE04,0,0,0
HS200901-DE05,0,0,0
HS200901-DE06,0,0,0
HS200901-EP02,6,0,6
HS200901-EP03,2,0,2
HS200901-EP04,0,0,0
HS200901-EP05,0,0,0
HS200901-EP06,0,0,0
HS200901-EP07,0,0,0
HS200901-FI01,1,0,1
HS200901-FI02,0,0,0
HS200901-FI03,0,0,0
HS200901-FI04,0,0,0
HS200901-FI05,0,0,0
HS200901-FI06,0,0,0
HS200901-FI07,0,0,0
HS200901-GS01,0,0,0
HS200901-GS02,1,0,1
HS200901-GS03,3,0,3
